x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16
2881,2025/07/07,00:00-00:03,Mon,33.9,30.9,54,66,542,415,0.006,0,0.012,0.012,0.012,0.012
2882,2025/07/07,00:03-00:06,Mon,33.9,30.8,54,66,540,414,0.012,0,0.012,0.006,0.012,0.006
2883,2025/07/07,00:06-00:09,Mon,33.9,30.9,54,66,538,411,0.012,0,0.012,0.006,0.012,0.012
2884,2025/07/07,00:09-00:12,Mon,33.9,30.9,54,66,537,408,0.012,0.006,0.012,0.006,0.012,0.012
2885,2025/07/07,00:12-00:15,Mon,33.9,30.9,54,66,536,409,0.012,0.006,0.012,0.012,0.012,0.006
2886,2025/07/07,00:15-00:18,Mon,33.9,30.9,54,66,543,412,0.012,0.006,0.012,0.012,0.012,0.006
2887,2025/07/07,00:18-00:21,Mon,33.9,30.9,54,66,533,413,0.012,0,0.012,0.012,0.012,0.012
2888,2025/07/07,00:21-00:24,Mon,33.8,30.9,54,66,539,417,0.006,0,0.012,0.006,0.012,0.012
2889,2025/07/07,00:24-00:27,Mon,33.8,30.9,54,66,539,412,0.012,0,0.012,0.012,0.012,0.006
2890,2025/07/07,00:27-00:30,Mon,33.8,30.8,54,66,537,412,0.012,0.006,0.012,0.012,0.012,0.012
2891,2025/07/07,00:30-00:33,Mon,33.8,30.9,54,66,534,414,0.012,0.006,0.012,0.012,0.012,0.012
2892,2025/07/07,00:33-00:36,Mon,33.8,30.9,54,66,534,414,0.012,0.006,0.012,0.006,0.012,0.006
2893,2025/07/07,00:36-00:39,Mon,33.8,30.9,54,66,533,410,0.012,0.006,0.012,0.006,0.012,0.012
2894,2025/07/07,00:39-00:42,Mon,33.8,30.9,54,66,533,414,0.012,0,0.012,0.012,0.012,0.012
2895,2025/07/07,00:42-00:45,Mon,33.7,30.8,54,66,533,410,0.006,0,0.012,0.012,0.012,0.006
2896,2025/07/07,00:45-00:48,Mon,33.8,30.8,54,66,532,414,0.012,0.006,0.012,0.006,0.012,0.012
2897,2025/07/07,00:48-00:51,Mon,33.7,30.8,54,66,537,418,0.012,0.006,0.018,0.006,0.012,0.012
2898,2025/07/07,00:51-00:54,Mon,33.7,30.9,54,66,535,414,0.012,0.006,0.012,0.012,0.012,0.012
2899,2025/07/07,00:54-00:57,Mon,33.7,30.8,54,66,533,419,0.012,0.006,0.012,0.012,0.006,0.006
2900,2025/07/07,00:57-01:00,Mon,33.7,30.8,54,66,528,416,0.012,0,0.012,0.012,0.012,0.012
2901,2025/07/07,01:00-01:03,Mon,33.7,30.8,54,66,524,417,0.012,0,0.012,0.006,0.012,0.012
2902,2025/07/07,01:03-01:06,Mon,33.7,30.8,54,66,522,417,0.006,0,0.012,0.012,0.012,0.006
2903,2025/07/07,01:06-01:09,Mon,33.6,30.8,54,66,526,416,0.012,0.006,0.012,0.012,0.012,0.012
2904,2025/07/07,01:09-01:12,Mon,33.6,30.8,54,66,525,416,0.012,0.006,0.012,0.012,0.012,0.012
2905,2025/07/07,01:12-01:15,Mon,33.6,30.8,54,66,526,418,0.012,0.006,0.012,0.006,0.012,0.006
2906,2025/07/07,01:15-01:18,Mon,33.6,30.8,54,66,527,416,0.012,0,0.012,0.006,0.012,0.006
2907,2025/07/07,01:18-01:21,Mon,33.6,30.8,54,66,532,418,0.012,0,0.012,0.012,0.012,0.012
2908,2025/07/07,01:21-01:24,Mon,33.6,30.8,54,66,532,415,0.012,0,0.012,0.012,0.012,0.006
2909,2025/07/07,01:24-01:27,Mon,33.6,30.8,54,66,532,414,0.006,0.006,0.012,0.006,0.012,0.006
2910,2025/07/07,01:27-01:30,Mon,33.6,30.8,54,66,533,417,0.012,0.006,0.012,0.006,0.012,0.012
2911,2025/07/07,01:30-01:33,Mon,33.5,30.8,54,66,531,416,0.012,0.006,0.012,0.012,0.012,0.012
2912,2025/07/07,01:33-01:36,Mon,33.5,30.8,54,66,531,416,0.012,0,0.012,0.012,0.012,0.006
2913,2025/07/07,01:36-01:39,Mon,33.5,30.8,54,66,530,411,0.006,0,0.012,0.006,0.006,0.012
2914,2025/07/07,01:39-01:42,Mon,33.5,30.8,54,66,531,408,0.012,0,0.012,0.012,0.012,0.006
2915,2025/07/07,01:42-01:45,Mon,33.5,30.8,54,66,530,409,0.012,0,0.012,0.012,0.012,0.012
2916,2025/07/07,01:45-01:48,Mon,33.5,30.8,54,66,528,409,0.012,0.006,0.012,0.006,0.012,0.012
2917,2025/07/07,01:48-01:51,Mon,33.5,30.8,54,66,530,408,0.012,0.006,0.012,0.012,0.006,0.006
2918,2025/07/07,01:51-01:54,Mon,33.4,30.8,54,66,530,406,0.012,0.006,0.012,0.012,0.012,0.012
2919,2025/07/07,01:54-01:57,Mon,33.4,30.8,54,66,526,410,0.012,0.006,0.012,0.006,0.012,0.006
2920,2025/07/07,01:57-02:00,Mon,33.4,30.8,54,66,526,411,0.012,0,0.012,0.012,0.012,0.012
2921,2025/07/07,02:00-02:03,Mon,33.4,30.8,54,66,532,412,0.012,0,0.012,0.012,0.012,0.006
2922,2025/07/07,02:03-02:06,Mon,33.4,30.8,54,66,536,409,0.006,0,0.012,0.006,0.012,0.012
2923,2025/07/07,02:06-02:09,Mon,33.4,30.8,54,66,534,408,0.012,0,0.012,0.012,0.012,0.012
2924,2025/07/07,02:09-02:12,Mon,33.4,30.8,54,66,533,409,0.012,0.006,0.012,0.012,0.012,0.006
2925,2025/07/07,02:12-02:15,Mon,33.4,30.8,54,66,536,410,0.012,0.006,0.012,0.006,0.012,0.012
2926,2025/07/07,02:15-02:18,Mon,33.4,30.8,54,66,533,408,0.012,0.006,0.012,0.012,0.012,0.006
2927,2025/07/07,02:18-02:21,Mon,33.3,30.8,54,66,527,407,0.012,0.006,0.012,0.012,0.012,0.012
2928,2025/07/07,02:21-02:24,Mon,33.3,30.8,54,66,527,405,0.012,0.006,0.012,0.006,0.012,0.006
2929,2025/07/07,02:24-02:27,Mon,33.3,30.8,54,66,535,406,0.006,0,0.012,0.012,0.012,0.012
2930,2025/07/07,02:27-02:30,Mon,33.3,30.8,54,66,535,409,0.012,0,0.018,0.006,0.012,0.012
2931,2025/07/07,02:30-02:33,Mon,33.3,30.8,54,66,531,407,0.012,0,0.012,0.006,0.012,0.006
2932,2025/07/07,02:33-02:36,Mon,33.3,30.8,54,66,531,410,0.012,0,0.012,0.012,0.012,0.012
2933,2025/07/07,02:36-02:39,Mon,33.3,30.8,54,66,525,414,0.012,0.006,0.012,0.006,0.012,0.006
2934,2025/07/07,02:39-02:42,Mon,33.3,30.8,54,66,528,415,0.012,0.006,0.012,0.006,0.012,0.012
2935,2025/07/07,02:42-02:45,Mon,33.3,30.8,54,66,529,412,0.012,0.006,0.012,0.012,0.012,0.012
2936,2025/07/07,02:45-02:48,Mon,33.3,-,54,-,529,-,0.012,0.006,0.012,0.006,0.012,0.006
2937,2025/07/07,02:48-02:51,Mon,33.2,30.8,54,66,529,413,0.012,0,0.012,0.012,0.012,0.012
2938,2025/07/07,02:51-02:54,Mon,33.3,30.8,54,66,525,410,0.006,0,0.012,0.012,0.012,0.006
2939,2025/07/07,02:54-02:57,Mon,33.2,30.8,54,66,521,410,0.012,0,0.012,0.006,0.012,0.012
2940,2025/07/07,02:57-03:00,Mon,33.2,30.8,54,66,519,412,0.012,0,0.012,0.012,0.006,0.006
2941,2025/07/07,03:00-03:03,Mon,33.2,30.8,54,66,522,410,0.012,0.006,0.012,0.012,0.012,0.012
2942,2025/07/07,03:03-03:06,Mon,33.2,30.8,54,66,524,412,0.012,0.006,0.012,0.006,0.012,0.012
2943,2025/07/07,03:06-03:09,Mon,33.2,30.8,54,66,518,410,0.012,0.006,0.012,0.012,0.012,0.006
2944,2025/07/07,03:09-03:12,Mon,33.2,30.8,54,66,525,409,0.012,0.006,0.012,0.012,0.006,0.012
2945,2025/07/07,03:12-03:15,Mon,33.1,30.8,54,66,527,411,0.012,0,0.012,0.006,0.012,0.006
2946,2025/07/07,03:15-03:18,Mon,33.1,30.8,54,66,526,413,0.012,0,0.012,0.012,0.012,0.012
2947,2025/07/07,03:18-03:21,Mon,33.1,30.8,54,66,527,415,0.006,0,0.012,0.012,0.012,0.012
2948,2025/07/07,03:21-03:24,Mon,33.1,30.8,54,66,527,414,0.012,0,0.012,0.006,0.012,0.006
2949,2025/07/07,03:24-03:27,Mon,33.1,30.8,54,66,533,411,0.012,0.006,0.012,0.012,0.012,0.012
2950,2025/07/07,03:27-03:30,Mon,33.1,30.8,54,66,534,413,0.012,0.006,0.012,0.012,0.012,0.006
2951,2025/07/07,03:30-03:33,Mon,33.1,30.8,54,66,526,424,0.012,0.006,0.012,0.006,0.012,0.012
2952,2025/07/07,03:33-03:36,Mon,33.1,30.8,54,66,527,423,0.012,0.006,0.012,0.006,0.012,0.012
2953,2025/07/07,03:36-03:39,Mon,33.1,30.8,54,66,530,419,0.012,0,0.012,0.012,0.012,0.006
2954,2025/07/07,03:39-03:42,Mon,33.1,30.8,54,66,533,417,0.012,0,0.012,0.006,0.012,0.012
2955,2025/07/07,03:42-03:45,Mon,33.1,30.8,54,66,536,417,0.012,0,0.012,0.006,0.012,0.006
2956,2025/07/07,03:45-03:48,Mon,33,30.8,54,67,533,416,0.012,0,0.012,0.012,0.012,0.012
2957,2025/07/07,03:48-03:51,Mon,33,30.8,54,67,532,414,0.012,0.006,0.012,0.006,0.012,0.012
2958,2025/07/07,03:51-03:54,Mon,33,30.8,54,67,530,414,0.006,0.006,0.012,0.006,0.012,0.006
2959,2025/07/07,03:54-03:57,Mon,33,30.8,54,67,535,412,0.012,0.006,0.012,0.012,0.012,0.012
2960,2025/07/07,03:57-04:00,Mon,33,30.8,54,66,533,413,0.012,0.006,0.012,0.012,0.012,0.006
2961,2025/07/07,04:00-04:03,Mon,33,30.8,54,67,531,410,0.012,0.006,0.012,0.006,0.012,0.012
2962,2025/07/07,04:03-04:06,Mon,33,30.8,54,67,529,410,0.012,0,0.012,0.012,0.012,0.012
2963,2025/07/07,04:06-04:09,Mon,33,30.8,54,67,528,410,0.012,0,0.012,0.012,0.012,0.006
2964,2025/07/07,04:09-04:12,Mon,33,30.8,54,67,529,409,0.012,0,0.012,0.006,0.012,0.012
2965,2025/07/07,04:12-04:15,Mon,33,30.8,54,67,528,409,0.012,0,0.012,0.012,0.012,0.006
2966,2025/07/07,04:15-04:18,Mon,32.9,30.8,54,67,531,411,0.012,0.006,0.012,0.012,0.012,0.012
2967,2025/07/07,04:18-04:21,Mon,32.9,30.8,54,67,525,413,0.012,0.006,0.012,0.006,0.012,0.012
2968,2025/07/07,04:21-04:24,Mon,32.9,30.8,54,67,522,413,0.012,0.006,0.012,0.012,0.012,0.006
2969,2025/07/07,04:24-04:27,Mon,32.9,30.8,54,67,527,409,0.006,0.006,0.012,0.012,0.012,0.012
2970,2025/07/07,04:27-04:30,Mon,32.9,30.8,54,67,529,410,0.012,0,0.012,0.006,0.012,0.006
2971,2025/07/07,04:30-04:33,Mon,32.9,30.8,54,67,530,416,0.012,0,0.012,0.012,0.012,0.012
2972,2025/07/07,04:33-04:36,Mon,32.9,30.8,54,67,527,418,0.012,0,0.018,0.012,0.012,0.012
2973,2025/07/07,04:36-04:39,Mon,32.9,30.8,54,67,528,418,0.012,0,0.012,0.006,0.006,0.006
2974,2025/07/07,04:39-04:42,Mon,32.9,30.8,54,67,525,416,0.012,0.006,0.012,0.012,0.012,0.012
2975,2025/07/07,04:42-04:45,Mon,32.9,30.8,54,67,525,418,0.012,0.006,0.012,0.012,0.012,0.006
2976,2025/07/07,04:45-04:48,Mon,32.8,30.8,54,67,525,417,0.012,0.006,0.012,0.006,0.012,0.012
2977,2025/07/07,04:48-04:51,Mon,32.8,30.8,54,67,526,411,0.012,0.006,0.012,0.012,0.012,0.012
2978,2025/07/07,04:51-04:54,Mon,32.9,30.8,54,67,525,409,0.012,0,0.012,0.012,0.012,0.006
2979,2025/07/07,04:54-04:57,Mon,32.8,30.8,54,67,527,412,0.012,0,0.012,0.006,0.012,0.012
2980,2025/07/07,04:57-05:00,Mon,32.8,30.8,54,67,524,413,0.006,0,0.012,0.012,0.012,0.006
2981,2025/07/07,05:00-05:03,Mon,32.8,30.8,54,67,519,417,0.012,0,0.012,0.012,0.012,0.012
2982,2025/07/07,05:03-05:06,Mon,32.8,30.8,54,67,519,418,0.012,0.006,0.012,0.006,0.012,0.012
